fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,"812. stockton, ca",,CA,2003,,,,,,0.2988436,,
,,"812. stockton, ca",,CA,2005,,,,,,0.28462157,,
,,"812. stockton, ca",,CA,2006,,,,-0.00607008,,0.29320428,,-0.00607008
,,"812. stockton, ca",,CA,2007,,,,0.0203446,,0.28311363,,0.0203446
,,"812. stockton, ca",,CA,2008,,,,-0.11105592,,0.33534932,,-0.11105592
,,"812. stockton, ca",,CA,2009,,,,0.15844388,,0.33668563,,0.15844388
,,"812. stockton, ca",,CA,2010,,,,0.00137619,,0.36805555,,0.00137619
,,"812. stockton, ca",,CA,2011,,,,0.09891435,,0.37078896,,0.09891435
,,"814. sumter, sc",,SC,2000,,,,,,0.28083408,,
,,"814. sumter, sc",,SC,2005,,,,,,0.24151307,,
,,"814. sumter, sc",,SC,2006,,,,,,0.29124236,,
,,"814. sumter, sc",,SC,2007,,,,,,0.28761515,,
,,"814. sumter, sc",,SC,2008,,,,,,0.23742457,,
,,"814. sumter, sc",,SC,2009,,,,,,0.24890351,,
,,"814. sumter, sc",,SC,2010,,,,,,0.3,,
,,"814. sumter, sc",,SC,2011,,,,,,0.3022181,,
,,"816. syracuse, ny",,NY,1960,,,,,,0.2975059,,
,,"816. syracuse, ny",,NY,1970,,,,,,0.28145105,,
,,"816. syracuse, ny",,NY,1980,,,,,,0.27850172,,
,,"816. syracuse, ny",,NY,1990,,,,-0.21118068,,0.26022083,,-0.21118068
,,"816. syracuse, ny",,NY,2000,,,,-0.39219695,,0.25702405,,-0.39219695
,,"816. syracuse, ny",,NY,2005,,,,-0.24929451,,0.20439637,,-0.24929451
,,"816. syracuse, ny",,NY,2006,,,,0.06415352,,0.20579503,,0.06415352
,,"816. syracuse, ny",,NY,2007,,,,-0.01729178,,0.1940211,,-0.01729178
,,"816. syracuse, ny",,NY,2008,,,,-0.04601799,,0.19835003,,-0.04601799
,,"816. syracuse, ny",,NY,2009,,,,0.0686735,,0.21329378,,0.0686735
,,"816. syracuse, ny",,NY,2010,,,,0.10701808,,0.21512195,,0.10701808
,,"816. syracuse, ny",,NY,2011,,,,0.1871074,,0.22012794,,0.1871074
,,"820. tacoma, wa",,WA,1960,,,,,,0.28255656,,
,,"820. tacoma, wa",,WA,1970,,,,,,0.29834256,,
,,"820. tacoma, wa",,WA,1980,,,,,,0.31051326,,
,,"820. tacoma, wa",,WA,1990,,,,0.04208205,,0.36844984,,0.04208205
,,"820. tacoma, wa",,WA,2000,,,,0.08153514,,0.32154876,,0.08153514
,,"820. tacoma, wa",,WA,2005,,,,-0.1174666,,0.25187862,,-0.1174666
,,"820. tacoma, wa",,WA,2006,,,,0.04987273,,0.2545769,,0.04987273
,,"820. tacoma, wa",,WA,2007,,,,-0.08371876,,0.24940585,,-0.08371876
,,"820. tacoma, wa",,WA,2008,,,,0.01567284,,0.27180356,,0.01567284
,,"820. tacoma, wa",,WA,2009,,,,0.03994419,,0.28473294,,0.03994419
,,"820. tacoma, wa",,WA,2010,,,,-0.0809473,,0.28822932,,-0.0809473
,,"820. tacoma, wa",,WA,2011,,,,0.04402411,,0.30058652,,0.04402411
,,"824. tallahassee, fl",,FL,1980,,,,,,0.3587684,,
,,"824. tallahassee, fl",,FL,2000,,,,,,0.33152425,,
,,"824. tallahassee, fl",,FL,2005,,,,,,0.28326792,,
,,"824. tallahassee, fl",,FL,2006,,,,,,0.29645094,,
,,"824. tallahassee, fl",,FL,2007,,,,,,0.291148,,
,,"824. tallahassee, fl",,FL,2008,,,,,,0.3189911,,
,,"824. tallahassee, fl",,FL,2009,,,,,,0.32005793,,
,,"824. tallahassee, fl",,FL,2010,,,,,,0.33104447,,
,,"824. tallahassee, fl",,FL,2011,,,,,,0.3457465,,
,,"828. tampa-st. petersburg-clearwater, fl",,FL,1960,,,,,,0.2561445,,
,,"828. tampa-st. petersburg-clearwater, fl",,FL,1970,,,,,,0.22861086,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1980,0.02618402,,,,,0.24826287,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1981,0.01909194,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1982,0.01748792,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1983,0.03144739,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1984,0.03372545,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1985,0.03113284,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1986,0.03539199,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1987,0.03006414,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1988,0.02422637,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1989,0.02128794,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1990,0.01533686,,,,,0.27037856,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1991,0.01531927,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1992,0.0189923,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1993,0.02018408,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1994,0.021497,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1995,0.01837492,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1996,0.01954912,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1997,0.02099293,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1998,0.02261062,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,1999,0.02600232,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2000,0.02597106,,,,,0.25167245,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2001,0.03091988,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2002,0.03428031,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2003,0.03942255,,,,,0.20114055,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2004,0.04509426,,,,,,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2005,0.05400722,,,,,0.20011415,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2006,0.03574171,,,,,0.20828179,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2007,0.01573542,,,,,0.21162897,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2008,0.0099504,,,,,0.22999667,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2009,0.00766452,,,,,0.24102265,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2010,0.00858864,,,,,0.25039575,,
,,"828. tampa-st. petersburg-clearwater, fl",44,FL,2011,0.00881332,,,,,0.2655816,,
,,"832. terre haute, in",,IN,1980,,,,,,0.23720033,,
,,"832. terre haute, in",,IN,1990,,,,,,0.2508018,,
,,"832. terre haute, in",,IN,2000,,,,,,0.23499233,,
,,"832. terre haute, in",,IN,2005,,,,,,0.20643087,,
,,"832. terre haute, in",,IN,2006,,,,,,0.21770026,,
,,"832. terre haute, in",,IN,2007,,,,,,0.20208605,,
,,"832. terre haute, in",,IN,2008,,,,,,0.23087157,,
,,"832. terre haute, in",,IN,2009,,,,,,0.22861055,,
,,"832. terre haute, in",,IN,2010,,,,,,0.23640168,,
,,"832. terre haute, in",,IN,2011,,,,,,0.26923078,,
,,"836. texarkana, tx/ar",,,1980,,,,,,0.26040816,,
,,"84. beaumont-port arthur-orange, tx",,TX,1960,,,,,,0.30411097,,
,,"84. beaumont-port arthur-orange, tx",,TX,1970,,,,,,0.2739496,,
,,"84. beaumont-port arthur-orange, tx",,TX,1980,,,,,,0.24411125,,
,,"84. beaumont-port arthur-orange, tx",,TX,1990,,,,0.06265426,,0.2536889,,0.06265426
,,"84. beaumont-port arthur-orange, tx",,TX,2000,,,,-0.06435859,,0.2613866,,-0.06435859
,,"84. beaumont-port arthur-orange, tx",,TX,2003,,,,,,0.2225021,,
,,"84. beaumont-port arthur-orange, tx",,TX,2005,,,,,,0.22539017,,
,,"84. beaumont-port arthur-orange, tx",,TX,2006,,,,0.07533374,,0.21064553,,0.07533374
,,"84. beaumont-port arthur-orange, tx",,TX,2007,,,,-0.0993201,,0.2049582,,-0.0993201
,,"84. beaumont-port arthur-orange, tx",,TX,2008,,,,0.10203864,,0.22131862,,0.10203864
,,"84. beaumont-port arthur-orange, tx",,TX,2009,,,,-0.04340436,,0.21543407,,-0.04340436
,,"84. beaumont-port arthur-orange, tx",,TX,2010,,,,0.08830249,,0.24175824,,0.08830249
,,"84. beaumont-port arthur-orange, tx",,TX,2011,,,,0.01453903,,0.24545453,,0.01453903
,,"840. toledo, oh/mi",,,1960,,,,,,0.26966113,,
,,"840. toledo, oh/mi",,,1970,,,,,,0.24505866,,
,,"840. toledo, oh/mi",,,1980,,,,,,0.24595508,,
,,"840. toledo, oh/mi",,,1990,,,,-1.0,,0.27220115,,-1.0
,,"840. toledo, oh/mi",,,2000,,,,inf,,0.26542142,,inf
,,"840. toledo, oh/mi",,,2005,,,,-0.16737942,,0.22419496,,-0.16737942
,,"840. toledo, oh/mi",,,2006,,,,0.04543988,,0.21643285,,0.04543988
,,"840. toledo, oh/mi",,,2007,,,,-0.06785242,,0.22243346,,-0.06785242
,,"840. toledo, oh/mi",,,2008,,,,0.01481092,,0.2413972,,0.01481092
,,"840. toledo, oh/mi",,,2009,,,,0.09294163,,0.23772036,,0.09294163
,,"840. toledo, oh/mi",,,2010,,,,-0.09814918,,0.26834494,,-0.09814918
,,"840. toledo, oh/mi",,,2011,,,,0.08583015,,0.27982834,,0.08583015
,,"844. topeka, ks",,KS,1960,,,,,,0.3037463,,
,,"844. topeka, ks",,KS,1980,,,,,,0.25199315,,
,,"844. topeka, ks",,KS,2000,,,,-1.0,,0.26076794,,-1.0
,,"844. topeka, ks",,KS,2005,,,,,,0.21533921,,
,,"844. topeka, ks",,KS,2006,,,,,,0.236822,,
,,"844. topeka, ks",,KS,2007,,,,,,0.21347465,,
,,"844. topeka, ks",,KS,2008,,,,,,0.24907061,,
,,"844. topeka, ks",,KS,2009,,,,,,0.26105264,,
,,"844. topeka, ks",,KS,2010,,,,,,0.2562929,,
,,"844. topeka, ks",,KS,2011,,,,,,0.2522376,,
,,"848. trenton, nj",,NJ,1960,,,,,,0.24952777,,
,,"848. trenton, nj",,NJ,1970,,,,,,0.26005808,,
,,"848. trenton, nj",,NJ,1980,,,,,,0.2759915,,
,,"848. trenton, nj",,NJ,1990,,,,,,0.24650139,,
,,"848. trenton, nj",,NJ,2000,,,,,,0.24862237,,
,,"848. trenton, nj",,NJ,2005,,,,,,0.18368152,,
,,"848. trenton, nj",,NJ,2006,,,,,,0.19573095,,
,,"848. trenton, nj",,NJ,2007,,,,,,0.19357398,,
,,"848. trenton, nj",,NJ,2008,,,,,,0.20926455,,
,,"848. trenton, nj",,NJ,2009,,,,,,0.21965317,,
,,"848. trenton, nj",,NJ,2010,,,,,,0.22309712,,
,,"848. trenton, nj",,NJ,2011,,,,,,0.24072511,,
,,"852. tucson, az",,AZ,1960,,,,,,0.3113497,,
,,"852. tucson, az",,AZ,1970,,,,,,0.3034483,,
,,"852. tucson, az",32,AZ,1980,0.02454674,,,,,0.28337932,,
,,"852. tucson, az",32,AZ,1981,0.01437721,,,,,,,
,,"852. tucson, az",32,AZ,1982,0.01482012,,,,,,,
,,"852. tucson, az",32,AZ,1983,0.02641747,,,,,,,
,,"852. tucson, az",32,AZ,1984,0.02394648,,,,,,,
,,"852. tucson, az",32,AZ,1985,0.02408634,,,,,,,
,,"852. tucson, az",32,AZ,1986,0.0259629,,,,,,,
,,"852. tucson, az",32,AZ,1987,0.02375999,,,,,,,
,,"852. tucson, az",32,AZ,1988,0.01779231,,,,,,,
,,"852. tucson, az",32,AZ,1989,0.01514066,,,,,,,
,,"852. tucson, az",32,AZ,1990,0.01286198,,,,,0.31682354,,
,,"852. tucson, az",32,AZ,1991,0.01533297,,,,,,,
,,"852. tucson, az",32,AZ,1992,0.02413297,,,,,,,
,,"852. tucson, az",32,AZ,1993,0.03123707,,,,,,,
,,"852. tucson, az",32,AZ,1994,0.0380323,,,,,,,
,,"852. tucson, az",32,AZ,1995,0.02875442,,,,,,,
,,"852. tucson, az",32,AZ,1996,0.02956449,,,,,,,
,,"852. tucson, az",32,AZ,1997,0.0325017,,,,,,,
,,"852. tucson, az",32,AZ,1998,0.03795071,,,,,,,
,,"852. tucson, az",32,AZ,1999,0.04215839,,,,,,,
,,"852. tucson, az",32,AZ,2000,0.03972236,,,,,0.29581144,,
,,"852. tucson, az",32,AZ,2001,0.03670356,,,,,,,
,,"852. tucson, az",32,AZ,2002,0.03563124,,,,,,,
,,"852. tucson, az",32,AZ,2003,0.04427972,,,,,0.24452804,,
,,"852. tucson, az",32,AZ,2004,0.0559703,,,,,,,
,,"852. tucson, az",32,AZ,2005,0.06507334,,,,,0.2536852,,
,,"852. tucson, az",32,AZ,2006,0.04739176,,,,,0.23942284,,
,,"852. tucson, az",32,AZ,2007,0.02737906,,,,,0.2578733,,
,,"852. tucson, az",32,AZ,2008,0.01598569,,,,,0.26503316,,
,,"852. tucson, az",32,AZ,2009,0.01127099,,,,,0.2650788,,
,,"852. tucson, az",32,AZ,2010,0.0100588,,,,,0.28540578,,
,,"852. tucson, az",32,AZ,2011,0.008089,,,,,0.31069705,,
,,"856. tulsa, ok",,OK,1960,,,,,,0.28075078,,
,,"856. tulsa, ok",,OK,1970,,,,,,0.2780036,,
,,"856. tulsa, ok",43,OK,1980,0.01891595,,,,,0.25429285,,
,,"856. tulsa, ok",43,OK,1981,0.01553078,,,,,,,
,,"856. tulsa, ok",43,OK,1982,0.02448297,,,,,,,
,,"856. tulsa, ok",43,OK,1983,0.0317624,,,,,,,
,,"856. tulsa, ok",43,OK,1984,0.0178052,,,,,,,
,,"856. tulsa, ok",43,OK,1985,0.01300513,,,,,,,
,,"856. tulsa, ok",43,OK,1986,0.0116828,,,,,,,
,,"856. tulsa, ok",43,OK,1987,0.01115387,,,,,,,
,,"856. tulsa, ok",43,OK,1988,0.00946789,,,,,,,
,,"856. tulsa, ok",43,OK,1989,0.0118547,,,,,,,
,,"856. tulsa, ok",43,OK,1990,0.0115109,,,,,0.30539438,,
,,"856. tulsa, ok",43,OK,1991,0.01358034,,,,,,,
,,"856. tulsa, ok",43,OK,1992,0.01767296,,,,,,,
,,"856. tulsa, ok",43,OK,1993,0.01934571,,,,,,,
,,"856. tulsa, ok",43,OK,1994,0.01773908,,,,,,,
,,"856. tulsa, ok",43,OK,1995,0.01658865,,,,,,,
,,"856. tulsa, ok",43,OK,1996,0.01945811,,,,,,,
,,"856. tulsa, ok",43,OK,1997,0.01910769,,,,,,,
,,"856. tulsa, ok",43,OK,1998,0.02207632,,,,,,,
,,"856. tulsa, ok",43,OK,1999,0.02493917,,,,,,,
,,"856. tulsa, ok",43,OK,2000,0.02289617,,,,,0.2867326,,
,,"856. tulsa, ok",43,OK,2001,0.0243904,,,,,,,
,,"856. tulsa, ok",43,OK,2002,0.02507802,,,,,,,
,,"856. tulsa, ok",43,OK,2003,0.02655242,,,,,,,
,,"856. tulsa, ok",43,OK,2004,0.0290979,,,,,,,
,,"856. tulsa, ok",43,OK,2005,0.03301862,,,,,0.2290583,,
,,"856. tulsa, ok",43,OK,2006,0.0319343,,,0.02835227,,0.24890138,,0.02835227
,,"856. tulsa, ok",43,OK,2007,0.02908468,,,-0.01356478,,0.2247666,,-0.01356478
,,"856. tulsa, ok",43,OK,2008,0.01896223,,,0.02589286,,0.24540617,,0.02589286
,,"856. tulsa, ok",43,OK,2009,0.01771924,,,-0.02162249,,0.25652763,,-0.02162249
,,"856. tulsa, ok",43,OK,2010,0.01500185,,,0.01637281,,0.26509777,,0.01637281
,,"856. tulsa, ok",43,OK,2011,0.0134415,,,0.05255195,,0.2891151,,0.05255195
,,"856. tulsa, ok",43,OK,2012,0.01784486,,,,,,,
,,"86. bellingham, wa",,WA,1980,,,,,,0.3001435,,
,,"86. bellingham, wa",,WA,1990,,,,,,0.2901384,,
,,"86. bellingham, wa",,WA,2000,,,,,,0.32459676,,
,,"86. bellingham, wa",,WA,2005,,,,,,0.26487252,,
,,"86. bellingham, wa",,WA,2006,,,,,,0.27436075,,
,,"86. bellingham, wa",,WA,2007,,,,,,0.29070535,,
,,"86. bellingham, wa",,WA,2008,,,,,,0.2883187,,
,,"86. bellingham, wa",,WA,2009,,,,,,0.28654593,,
,,"86. bellingham, wa",,WA,2010,,,,,,0.27912623,,
,,"86. bellingham, wa",,WA,2011,,,,,,0.26994303,,
,,"860. tuscaloosa, al",,AL,1960,,,,,,0.4407977,,
,,"860. tuscaloosa, al",,AL,1980,,,,,,0.3409002,,
,,"860. tuscaloosa, al",,AL,1990,,,,,,0.32377374,,
,,"860. tuscaloosa, al",,AL,2000,,,,,,0.27104262,,
,,"860. tuscaloosa, al",,AL,2005,,,,,,0.25657472,,
,,"860. tuscaloosa, al",,AL,2006,,,,,,0.2277671,,
,,"860. tuscaloosa, al",,AL,2007,,,,,,0.22727273,,
,,"860. tuscaloosa, al",,AL,2008,,,,,,0.24968474,,
,,"860. tuscaloosa, al",,AL,2009,,,,,,0.24680851,,
,,"860. tuscaloosa, al",,AL,2010,,,,,,0.23321123,,
,,"860. tuscaloosa, al",,AL,2011,,,,,,0.26117498,,
,,"864. tyler, tx",,TX,1960,,,,,,0.32241875,,
,,"864. tyler, tx",,TX,1980,,,,,,0.27746767,,
,,"864. tyler, tx",,TX,1990,,,,,,0.2761164,,
,,"864. tyler, tx",,TX,2000,,,,,,0.26441947,,
,,"864. tyler, tx",,TX,2005,,,,,,0.25884956,,
,,"864. tyler, tx",,TX,2006,,,,,,0.2202043,,
,,"864. tyler, tx",,TX,2007,,,,,,0.23564143,,
,,"864. tyler, tx",,TX,2008,,,,,,0.22146508,,
,,"864. tyler, tx",,TX,2009,,,,,,0.24571766,,
,,"864. tyler, tx",,TX,2010,,,,,,0.26645768,,
,,"864. tyler, tx",,TX,2011,,,,,,0.3018868,,
,,"868. utica-rome, ny",,NY,1960,,,,,,0.3206775,,
,,"868. utica-rome, ny",,NY,1970,,,,,,0.28739497,,
,,"868. utica-rome, ny",,NY,1980,,,,,,0.27863014,,
,,"868. utica-rome, ny",,NY,1990,,,,,,0.2683086,,
,,"868. utica-rome, ny",,NY,2000,,,,,,0.24545155,,
,,"868. utica-rome, ny",,NY,2003,,,,,,0.18930764,,
,,"868. utica-rome, ny",,NY,2005,,,,,,0.17322388,,
,,"868. utica-rome, ny",,NY,2006,,,,,,0.20433351,,
,,"868. utica-rome, ny",,NY,2007,,,,,,0.21135816,,
,,"868. utica-rome, ny",,NY,2008,,,,,,0.19547383,,
,,"868. utica-rome, ny",,NY,2009,,,,,,0.22403434,,
,,"868. utica-rome, ny",,NY,2010,,,,,,0.21966468,,
,,"868. utica-rome, ny",,NY,2011,,,,,,0.24162161,,
,,"87. benton harbor, mi",,MI,1980,,,,,,0.26073244,,
,,"87. benton harbor, mi",,MI,1990,,,,,,0.25734487,,
,,"87. benton harbor, mi",,MI,2000,,,,,,0.2405032,,
,,"87. benton harbor, mi",,MI,2003,,,,,,0.20127796,,
,,"87. benton harbor, mi",,MI,2005,,,,,,0.20377357,,
,,"87. benton harbor, mi",,MI,2006,,,,,,0.19160683,,
,,"87. benton harbor, mi",,MI,2007,,,,,,0.19168466,,
,,"87. benton harbor, mi",,MI,2008,,,,,,0.21487153,,
,,"87. benton harbor, mi",,MI,2009,,,,,,0.22015405,,
,,"87. benton harbor, mi",,MI,2010,,,,,,0.19151673,,
,,"87. benton harbor, mi",,MI,2011,,,,,,0.194,,
,,"873. ventura-oxnard-simi valley, ca",,CA,1970,,,,,,0.2888617,,
,,"873. ventura-oxnard-simi valley, ca",,CA,1980,,,,,,0.2923661,,
,,"873. ventura-oxnard-simi valley, ca",,CA,1990,,,,0.87784558,,0.29986477,,0.87784558
,,"873. ventura-oxnard-simi valley, ca",,CA,2000,,,,1.26334225,,0.2997861,,1.26334225
,,"873. ventura-oxnard-simi valley, ca",,CA,2005,,,,0.03710728,,0.23851562,,0.03710728
,,"873. ventura-oxnard-simi valley, ca",,CA,2006,,,,-0.01209949,,0.23069544,,-0.01209949
,,"873. ventura-oxnard-simi valley, ca",,CA,2007,,,,0.00713653,,0.23949234,,0.00713653
,,"873. ventura-oxnard-simi valley, ca",,CA,2008,,,,-0.0299362,,0.26876754,,-0.0299362
,,"873. ventura-oxnard-simi valley, ca",,CA,2009,,,,0.02914455,,0.26209942,,0.02914455
,,"873. ventura-oxnard-simi valley, ca",,CA,2010,,,,0.06066922,,0.28400132,,0.06066922
,,"873. ventura-oxnard-simi valley, ca",,CA,2011,,,,0.01883562,,0.28457323,,0.01883562
,,"876. vineland-milville-bridgetown, nj",,NJ,1980,,,,,,0.2861047,,
,,"876. vineland-milville-bridgetown, nj",,NJ,1990,,,,,,0.2468568,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2000,,,,,,0.2631829,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2005,,,,,,0.21987952,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2006,,,,,,0.22863248,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2007,,,,,,0.20531562,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2008,,,,,,0.2452334,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2009,,,,,,0.263369,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2010,,,,,,0.27219796,,
,,"876. vineland-milville-bridgetown, nj",,NJ,2011,,,,,,0.22795558,,
,,"878. visalia-tulare-porterville, ca",,CA,1980,,,,,,0.3294829,,
,,"878. visalia-tulare-porterville, ca",,CA,1990,,,,,,0.37037957,,
,,"878. visalia-tulare-porterville, ca",,CA,2000,,,,,,0.37857345,,
,,"878. visalia-tulare-porterville, ca",,CA,2003,,,,,,0.33555555,,
,,"878. visalia-tulare-porterville, ca",,CA,2005,,,,,,0.3361612,,
,,"878. visalia-tulare-porterville, ca",,CA,2006,,,,,,0.3362881,,
,,"878. visalia-tulare-porterville, ca",,CA,2007,,,,,,0.34780177,,
,,"878. visalia-tulare-porterville, ca",,CA,2008,,,,,,0.33451375,,
,,"878. visalia-tulare-porterville, ca",,CA,2009,,,,,,0.37179488,,
,,"878. visalia-tulare-porterville, ca",,CA,2010,,,,,,0.38018063,,
,,"878. visalia-tulare-porterville, ca",,CA,2011,,,,,,0.3980531,,
,,"88. billings, mt",,MT,1960,,,,,,0.3355997,,
,,"88. billings, mt",,MT,1980,,,,,,0.25132233,,
,,"88. billings, mt",,MT,1990,,,,,,0.27366865,,
,,"88. billings, mt",,MT,2000,,,,,,0.2340291,,
,,"88. billings, mt",,MT,2005,,,,,,0.20569327,,
,,"88. billings, mt",,MT,2006,,,,,,0.19285043,,
,,"88. billings, mt",,MT,2007,,,,,,0.18031278,,
,,"88. billings, mt",,MT,2008,,,,,,0.2,,
,,"88. billings, mt",,MT,2009,,,,,,0.20164233,,
,,"88. billings, mt",,MT,2010,,,,,,0.23847517,,
,,"88. billings, mt",,MT,2011,,,,,,0.21024546,,
,,"880. waco, tx",,TX,1960,,,,,,0.3662581,,
,,"880. waco, tx",,TX,1980,,,,,,0.3369373,,
,,"880. waco, tx",,TX,1990,,,,,,0.33260825,,
,,"880. waco, tx",,TX,2000,,,,,,0.3114693,,
,,"880. waco, tx",,TX,2005,,,,,,0.25916114,,
,,"880. waco, tx",,TX,2006,,,,,,0.2769023,,
,,"880. waco, tx",,TX,2007,,,,,,0.28143215,,
,,"880. waco, tx",,TX,2008,,,,,,0.29029426,,
,,"880. waco, tx",,TX,2009,,,,,,0.2879719,,
,,"880. waco, tx",,TX,2010,,,,,,0.31359932,,
,,"880. waco, tx",,TX,2011,,,,,,0.3202417,,
,,"884. washington, dc/md/va",,,1960,,,,,,0.42897907,,
,,"884. washington, dc/md/va",,,1970,,,,,,0.4426495,,
,,"884. washington, dc/md/va",19,,1980,0.0171708,,,,,0.37871385,,
,,"884. washington, dc/md/va",19,,1981,0.01394956,,,,,,,
,,"884. washington, dc/md/va",19,,1982,0.01658472,,,,,,,
,,"884. washington, dc/md/va",19,,1983,0.02969138,,,,,,,
,,"884. washington, dc/md/va",19,,1984,0.03082841,,,,,,,
,,"884. washington, dc/md/va",19,,1985,0.03411331,,,,,,,
,,"884. washington, dc/md/va",19,,1986,0.03484426,,,,,,,
,,"884. washington, dc/md/va",19,,1987,0.03232873,,,,,,,
,,"884. washington, dc/md/va",19,,1988,0.03213776,,,,,,,
,,"884. washington, dc/md/va",19,,1989,0.024713,,,,,,,
,,"884. washington, dc/md/va",19,,1990,0.01763505,,,,,0.3198078,,
,,"884. washington, dc/md/va",19,,1991,0.01653752,,,,,,,
,,"884. washington, dc/md/va",19,,1992,0.02312598,,,,,,,
,,"884. washington, dc/md/va",19,,1993,0.04104528,,,,,,,
,,"884. washington, dc/md/va",19,,1994,0.04168075,,,,,,,
,,"884. washington, dc/md/va",19,,1995,0.03639836,,,,,,,
,,"884. washington, dc/md/va",19,,1996,0.03634678,,,,,,,
,,"884. washington, dc/md/va",19,,1997,0.0360252,,,,,,,
,,"884. washington, dc/md/va",19,,1998,0.04133174,,,,,,,
,,"884. washington, dc/md/va",19,,1999,0.04358825,,,,,,,
,,"884. washington, dc/md/va",19,,2000,0.04388349,,,,,0.29095814,,
,,"884. washington, dc/md/va",19,,2001,0.04233598,,,,,,,
,,"884. washington, dc/md/va",19,,2002,0.04426433,,,,,,,
,,"884. washington, dc/md/va",19,,2003,0.03071537,,,,,,,
,,"884. washington, dc/md/va",19,,2004,0.02956736,,,,,,,
,,"884. washington, dc/md/va",19,,2005,0.02844568,,,,,0.21870849,,
,,"884. washington, dc/md/va",19,,2006,0.02027241,,,0.16930237,,0.22374792,,0.16930237
,,"884. washington, dc/md/va",19,,2007,0.0159701,,,-0.01532104,,0.22111504,,-0.01532104
,,"884. washington, dc/md/va",19,,2008,0.01023004,,,-0.00323266,,0.23327146,,-0.00323266
,,"884. washington, dc/md/va",19,,2009,0.00982725,,,0.01817199,,0.23841839,,0.01817199
,,"884. washington, dc/md/va",19,,2010,0.01041333,,,0.01458124,,0.25239685,,0.01458124
,,"884. washington, dc/md/va",19,,2011,0.01058454,,,0.1279743,,0.2588425,,0.1279743
,,"888. waterbury, ct",,CT,1960,,,,,,0.4774044,,
,,"888. waterbury, ct",,CT,1980,,,,,,0.40199393,,
,,"888. waterbury, ct",,CT,1990,,,,1.2340313,,0.39989653,,1.2340313
,,"888. waterbury, ct",,CT,2000,,,,-0.43792562,,0.44703233,,-0.43792562
,,"888. waterbury, ct",,CT,2005,,,,-0.02609506,,0.40976933,,-0.02609506
,,"888. waterbury, ct",,CT,2006,,,,-0.00191388,,0.4037685,,-0.00191388
,,"888. waterbury, ct",,CT,2007,,,,0.11697028,,0.3825,,0.11697028
,,"888. waterbury, ct",,CT,2008,,,,-0.05150215,,0.41452992,,-0.05150215
,,"888. waterbury, ct",,CT,2009,,,,-0.03076923,,0.43646413,,-0.03076923
,,"888. waterbury, ct",,CT,2010,,,,0.03081232,,0.45618916,,0.03081232
,,"888. waterbury, ct",,CT,2011,,,,-0.00181159,,0.40320593,,-0.00181159
,,"892. waterloo-cedar falls, ia",,IA,1960,,,,,,0.22885144,,
,,"892. waterloo-cedar falls, ia",,IA,1980,,,,,,0.23069936,,
