fips,cbsa,metarea,metareano,state_fips,year,permits_total_pc,permits_mf_pc,permits_sf_pc,housing_stock_growth,real_house_price_index,real_rent_index,price_to_income,housing_demand_shifter
,,"188. corpus christi, tx",,TX,2012,,,,-1.0,,0.30356318,,-1.0
,,"188. corpus christi, tx",,TX,2013,,,,,,0.3023093,,
,,"188. corpus christi, tx",,TX,2014,,,,,,0.30810937,,
,,"188. corpus christi, tx",,TX,2015,,,,,,0.3076001,,
,,"188. corpus christi, tx",,TX,2016,,,,,,0.30649588,,
,,"188. corpus christi, tx",,TX,2017,,,,,,0.29341176,,
,,"190. cumberland, md/wv",,,1980,,,,,,0.23648648,,
,,19100,9,,2012,0.05521169,,,,,0.29312494,,
,,19100,9,,2013,0.06477683,,,0.11972187,,0.29524434,,0.11972187
,,19100,9,,2014,0.06882386,,,-0.05755643,,0.29539105,,-0.05755643
,,19100,9,,2015,,,,0.03769185,,0.29796764,,0.03769185
,,19100,9,,2016,,,,0.03111671,,0.29441124,,0.03111671
,,19100,9,,2017,,,,-0.01466058,,0.28897318,,-0.01466058
,,"192. dallas-fort worth, tx",,TX,1960,,,,,,0.31088942,,
,,"192. dallas-fort worth, tx",,TX,1970,,,,,,0.33265498,,
,,"192. dallas-fort worth, tx",9,TX,1980,0.01876169,,,,,0.31268784,,
,,"192. dallas-fort worth, tx",9,TX,1981,0.01474648,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1982,0.01989218,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1983,0.03488941,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1984,0.02125043,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1985,0.03347786,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1986,0.02783275,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1987,0.01977098,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1988,0.0146608,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1989,0.0146608,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1990,0.0153065,,,,,0.3345971,,
,,"192. dallas-fort worth, tx",9,TX,1991,0.01616638,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1992,0.02084296,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1993,0.02271421,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1994,0.02340588,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1995,0.02313214,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1996,0.02666465,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1997,0.02775125,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1998,0.03343921,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,1999,0.03403266,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,2000,0.03779189,,,,,0.2948918,,
,,"192. dallas-fort worth, tx",9,TX,2001,0.03955449,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,2002,0.0400257,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,2003,0.04235354,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,2004,0.04796523,,,,,,,
,,"192. dallas-fort worth, tx",9,TX,2005,0.0517067,,,,,0.23244245,,
,,"192. dallas-fort worth, tx",9,TX,2006,0.0455444,,,-0.00312919,,0.23579735,,-0.00312919
,,"192. dallas-fort worth, tx",9,TX,2007,0.02941773,,,-0.03051904,,0.24057624,,-0.03051904
,,"192. dallas-fort worth, tx",9,TX,2008,0.01872199,,,-0.01260202,,0.24676006,,-0.01260202
,,"192. dallas-fort worth, tx",9,TX,2009,0.01477469,,,0.02172039,,0.2535513,,0.02172039
,,"192. dallas-fort worth, tx",9,TX,2010,0.01506619,,,-0.03851496,,0.2689093,,-0.03851496
,,"192. dallas-fort worth, tx",9,TX,2011,0.01466812,,,0.13814362,,0.29178044,,0.13814362
,,"193. danbury, ct",,CT,1980,,,,,,0.20304182,,
,,"193. danbury, ct",,CT,1990,,,,,,0.18686488,,
,,"193. danbury, ct",,CT,2000,,,,,,0.14580032,,
,,"193. danbury, ct",,CT,2005,,,,,,0.10069226,,
,,"193. danbury, ct",,CT,2006,,,,,,0.1080207,,
,,"193. danbury, ct",,CT,2007,,,,,,0.11049724,,
,,"193. danbury, ct",,CT,2008,,,,,,0.12242348,,
