fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,10900,,,1966,,,,,,,3.111165,,
,,10900,,,1967,,,,,,,2.991469,,
,,10900,,,1968,,,,,,,2.950958,,
,,10900,,,1969,,,,,,,2.990637,,
,,10900,,,1970,,,,,,,3.074097,,
,,10900,,,1971,,,,,,,2.827439,,
,,10900,,,1972,,,,,,,2.539471,,
,,10900,,,1973,,,,,,,2.424701,,
,,10900,,,1974,,,,,,,2.411781,,
,,10900,,,1975,,,,,,,2.363419,,
,,10900,,,1976,,,,,,,2.36765,,
,,10900,,,1977,,,,,,,2.441439,,
,,10900,,,1978,,,,,,,2.404551,,
,,10900,,,1979,,,,,,,2.470198,,
,,10900,,,1980,,,,,,,2.521131,,
,,10900,,,1981,,,,,,,2.526169,,
,,10900,,,1982,,,,,,,2.554325,,
,,10900,,,1983,,,,,,,2.526726,,
,,10900,,,1984,,,,,,,2.53325,,
,,10900,,,1985,,,,,,,2.595112,,
,,10900,,,1986,,,,,,,2.590934,,
,,10900,,,1987,,,,,,,2.639357,,
,,10900,,,1988,,,,,,,2.694853,,
,,10900,,,1989,,,,,,,2.767597,,
,,10900,,,1990,,,,,,,2.82497,,
,,10900,,,1991,,,,,,,2.747969,,
,,10900,,,1992,,,,,,,2.72175,,
,,10900,,,1993,,,,,,,2.657606,,
,,10900,,,1994,,,,,,,2.601159,,
,,10900,,,1995,,,,,,,2.543867,,
,,11100,,,1940,,,,,,,5.870917,,
,,11100,,,1944,,,,,,,6.482623,,
,,11100,,,1945,,,,,,,6.209909,,
,,11100,,,1946,,,,,,,6.826081,,
,,11100,,,1947,,,,,,,7.345944,,
,,11100,,,1948,,,,,,,7.013105,,
,,11100,,,1949,,,,,,,6.942613,,
,,11100,,,1950,,,,,,,6.983571,,
,,11100,,,1951,,,,,,,7.157471,,
,,11100,,,1952,,,,,,,7.164725,,
,,11100,,,1953,,,,,,,7.221197,,
,,11100,,,1954,,,,,,,7.274551,,
,,11100,,,1955,,,,,,,7.121384,,
,,11100,,,1956,,,,,,,7.170505,,
,,11100,,,1957,,,,,,,7.200232,,
,,11100,,,1958,,,,,,,7.016668,,
,,11100,,,1959,,,,,,,7.029057,,
,,11100,,,1960,,,,,,,6.723716,,
,,11100,,,1961,,,,,,,6.572051,,
,,11100,,,1962,,,,,,,6.293589,,
,,11100,,,1963,,,,,,,6.046756,,
,,11100,,,1964,,,,,,,5.830088,,
,,11100,,,1965,,,,,,,5.299162,,
,,11100,,,1966,,,,,,,4.992765,,
,,11100,,,1967,,,,,,,4.854771,,
,,11100,,,1968,,,,,,,4.78821,,
,,11100,,,1969,,,,,,,4.868346,,
,,11100,,,1970,,,,,,,5.076155,,
,,11100,,,1971,,,,,,,4.84423,,
,,11100,,,1972,,,,,,,4.429289,,
,,11100,,,1973,,,,,,,4.258604,,
,,11100,,,1974,,,,,,,4.300013,,
,,11100,,,1975,,,,,,,4.200863,,
,,11100,,,1976,,,,,,,4.30174,,
,,11100,,,1977,,,,,,,4.379119,,
,,11100,,,1978,,,,,,,4.349501,,
,,11100,,,1979,,,,,,,4.532105,,
,,11100,,,1980,,,,,,,4.644424,,
,,11100,,,1981,,,,,,,4.623446,,
,,11100,,,1982,,,,,,,4.654423,,
,,11100,,,1983,,,,,,,4.521062,,
,,11100,,,1984,,,,,,,4.456304,,
,,11100,,,1985,,,,,,,4.463353,,
,,11100,,,1986,,,,,,,4.361981,,
,,11100,,,1987,,,,,,,4.313562,,
,,11100,,,1988,,,,,,,4.341924,,
,,11100,,,1989,,,,,,,4.39857,,
,,11100,,,1990,,,,,,,4.511043,,
,,11100,,,1991,,,,,,,4.359294,,
,,11100,,,1992,,,,,,,4.369686,,
,,11100,,,1993,,,,,,,4.248792,,
,,11100,,,1994,,,,,,,4.152935,,
,,11100,,,1995,,,,,,,4.065221,,
,,"112. boston, ma/nh",112,,1940,,,,,,,3.708163,,
,,"112. boston, ma/nh",112,,1944,,,,,,,4.398363,,
,,"112. boston, ma/nh",112,,1945,,,,,,,4.321574,,
,,"112. boston, ma/nh",112,,1946,,,,,,,4.803895,,
,,"112. boston, ma/nh",112,,1947,,,,,,,5.233587,,
,,"112. boston, ma/nh",112,,1948,,,,,,,4.847544,,
,,"112. boston, ma/nh",112,,1949,,,,,,,4.760704,,
,,"112. boston, ma/nh",112,,1950,,,,,,,4.751024,,
,,"112. boston, ma/nh",112,,1951,,,,,,,4.934002,,
,,"112. boston, ma/nh",112,,1952,,,,,,,5.005839,,
,,"112. boston, ma/nh",112,,1953,,,,,,,4.984467,,
,,"112. boston, ma/nh",112,,1954,,,,,,,5.045015,,
,,"112. boston, ma/nh",112,,1955,,,,,,,5.018254,,
,,"112. boston, ma/nh",112,,1956,,,,,,,5.059662,,
,,"112. boston, ma/nh",112,,1957,,,,,,,5.115088,,
,,"112. boston, ma/nh",112,,1958,,,,,,,4.978817,,
,,"112. boston, ma/nh",112,,1959,,,,,,,4.93113,,
,,"112. boston, ma/nh",112,,1960,,,,,,,4.808529,,
,,"112. boston, ma/nh",112,,1961,,,,,,,4.744107,,
,,"112. boston, ma/nh",112,,1962,,,,,,,4.571033,,
,,"112. boston, ma/nh",112,,1963,,,,,,,4.45494,,
,,"112. boston, ma/nh",112,,1964,,,,,,,4.316709,,
,,"112. boston, ma/nh",112,,1965,,,,,,,4.022658,,
,,"112. boston, ma/nh",112,,1966,,,,,,,3.812573,,
,,"112. boston, ma/nh",112,,1967,,,,,,,3.662531,,
,,"112. boston, ma/nh",112,,1968,,,,,,,3.585185,,
,,"112. boston, ma/nh",112,,1969,,,,,,,3.615806,,
,,"112. boston, ma/nh",112,,1970,,,,,,,3.729788,,
,,"112. boston, ma/nh",112,,1971,,,,,,,3.463485,,
,,"112. boston, ma/nh",112,,1972,,,,,,,3.113483,,
,,"112. boston, ma/nh",112,,1973,,,,,,,2.957895,,
,,"112. boston, ma/nh",112,,1974,,,,,,,2.937492,,
,,"112. boston, ma/nh",112,,1975,,,,,,,2.863286,,
,,"112. boston, ma/nh",112,,1976,,,,,,,2.873525,,
,,"112. boston, ma/nh",112,,1977,,,,,,,2.964976,,
,,"112. boston, ma/nh",112,,1978,,,,,,,2.925039,,
,,"112. boston, ma/nh",112,,1979,,,,,,,3.018278,,
,,"112. boston, ma/nh",112,,1980,,,,,,,3.074379,,
,,"112. boston, ma/nh",112,,1981,,,,,,,3.069433,,
,,"112. boston, ma/nh",112,,1982,,,,,,,3.091716,,
,,"112. boston, ma/nh",112,,1983,,,,,,,3.054595,,
,,"112. boston, ma/nh",112,,1984,,,,,,,3.061634,,
,,"112. boston, ma/nh",112,,1985,,,,,,,3.136006,,
,,"112. boston, ma/nh",112,,1986,,,,,,,3.116309,,
,,"112. boston, ma/nh",112,,1987,,,,,,,3.163678,,
,,"112. boston, ma/nh",112,,1988,,,,,,,3.219917,,
,,"112. boston, ma/nh",112,,1989,,,,,,,3.30248,,
,,"112. boston, ma/nh",112,,1990,,,,,,,3.365983,,
,,"112. boston, ma/nh",112,,1991,,,,,,,3.248525,,
,,"112. boston, ma/nh",112,,1992,,,,,,,3.227135,,
,,"112. boston, ma/nh",112,,1993,,,,,,,3.144833,,
,,"112. boston, ma/nh",112,,1994,,,,,,,3.070493,,
,,"112. boston, ma/nh",112,,1995,,,,,,,2.991835,,
,,"114. bradenton, fl",114,,1940,,,,,,,13.51485,,
,,"114. bradenton, fl",114,,1944,,,,,,,15.311073,,
,,"114. bradenton, fl",114,,1945,,,,,,,14.898401,,
,,"114. bradenton, fl",114,,1946,,,,,,,16.863151,,
,,"114. bradenton, fl",114,,1947,,,,,,,18.523829,,
,,"114. bradenton, fl",114,,1948,,,,,,,17.239374,,
,,"114. bradenton, fl",114,,1949,,,,,,,17.056881,,
,,"114. bradenton, fl",114,,1950,,,,,,,17.073261,,
,,"114. bradenton, fl",114,,1951,,,,,,,17.774955,,
,,"114. bradenton, fl",114,,1952,,,,,,,17.949142,,
,,"114. bradenton, fl",114,,1953,,,,,,,17.776686,,
,,"114. bradenton, fl",114,,1954,,,,,,,18.03545,,
,,"114. bradenton, fl",114,,1955,,,,,,,17.840168,,
,,"114. bradenton, fl",114,,1956,,,,,,,18.086249,,
,,"114. bradenton, fl",114,,1957,,,,,,,18.208764,,
,,"114. bradenton, fl",114,,1958,,,,,,,17.587344,,
,,"114. bradenton, fl",114,,1959,,,,,,,17.330579,,
,,"114. bradenton, fl",114,,1960,,,,,,,16.976959,,
,,"114. bradenton, fl",114,,1961,,,,,,,16.707312,,
,,"114. bradenton, fl",114,,1962,,,,,,,16.019437,,
,,"114. bradenton, fl",114,,1963,,,,,,,15.593167,,
,,"114. bradenton, fl",114,,1964,,,,,,,15.158296,,
,,"114. bradenton, fl",114,,1965,,,,,,,14.032251,,
,,"114. bradenton, fl",114,,1966,,,,,,,13.401152,,
,,"114. bradenton, fl",114,,1967,,,,,,,12.86545,,
,,"114. bradenton, fl",114,,1968,,,,,,,12.591562,,
,,"114. bradenton, fl",114,,1969,,,,,,,12.682246,,
,,"114. bradenton, fl",114,,1970,,,,,,,13.240352,,
,,"114. bradenton, fl",114,,1971,,,,,,,12.427086,,
,,"114. bradenton, fl",114,,1972,,,,,,,11.205613,,
,,"114. bradenton, fl",114,,1973,,,,,,,10.710935,,
,,"114. bradenton, fl",114,,1974,,,,,,,10.592373,,
,,"114. bradenton, fl",114,,1975,,,,,,,10.345092,,
,,"114. bradenton, fl",114,,1976,,,,,,,10.325418,,
,,"114. bradenton, fl",114,,1977,,,,,,,10.66494,,
,,"114. bradenton, fl",114,,1978,,,,,,,10.526597,,
,,"114. bradenton, fl",114,,1979,,,,,,,10.881157,,
,,"114. bradenton, fl",114,,1980,,,,,,,11.054787,,
,,"114. bradenton, fl",114,,1981,,,,,,,10.891562,,
,,"114. bradenton, fl",114,,1982,,,,,,,10.88858,,
,,"114. bradenton, fl",114,,1983,,,,,,,10.639832,,
,,"114. bradenton, fl",114,,1984,,,,,,,10.645003,,
,,"114. bradenton, fl",114,,1985,,,,,,,10.809285,,
,,"114. bradenton, fl",114,,1986,,,,,,,10.705161,,
,,"114. bradenton, fl",114,,1987,,,,,,,10.792436,,
,,"114. bradenton, fl",114,,1988,,,,,,,10.948406,,
,,"114. bradenton, fl",114,,1989,,,,,,,11.229853,,
,,"114. bradenton, fl",114,,1990,,,,,,,11.522525,,
,,"114. bradenton, fl",114,,1991,,,,,,,11.098427,,
,,"114. bradenton, fl",114,,1992,,,,,,,10.991426,,
,,"114. bradenton, fl",114,,1993,,,,,,,10.736318,,
,,"114. bradenton, fl",114,,1994,,,,,,,10.506313,,
,,"114. bradenton, fl",114,,1995,,,,,,,10.286176,,
,,11460,,,1940,,,,,,,5.857326,,
,,11460,,,1944,,,,,,,6.720649,,
,,11460,,,1945,,,,,,,6.493714,,
,,11460,,,1946,,,,,,,7.327104,,
,,11460,,,1947,,,,,,,7.939802,,
,,11460,,,1948,,,,,,,7.43462,,
,,11460,,,1949,,,,,,,7.382186,,
,,11460,,,1950,,,,,,,7.400296,,
,,11460,,,1951,,,,,,,7.671527,,
,,11460,,,1952,,,,,,,7.737462,,
,,11460,,,1953,,,,,,,7.707553,,
,,11460,,,1954,,,,,,,7.801158,,
,,11460,,,1955,,,,,,,7.700362,,
,,11460,,,1956,,,,,,,7.795258,,
,,11460,,,1957,,,,,,,7.849134,,
,,11460,,,1958,,,,,,,7.587024,,
,,11460,,,1959,,,,,,,7.521946,,
,,11460,,,1960,,,,,,,7.355559,,
,,11460,,,1961,,,,,,,7.230247,,
,,11460,,,1962,,,,,,,6.942016,,
,,11460,,,1963,,,,,,,6.736587,,
,,11460,,,1964,,,,,,,6.526482,,
,,11460,,,1965,,,,,,,6.0149,,
,,11460,,,1966,,,,,,,5.718888,,
,,11460,,,1967,,,,,,,5.507909,,
,,11460,,,1968,,,,,,,5.419853,,
,,11460,,,1969,,,,,,,5.451692,,
,,11460,,,1970,,,,,,,5.694444,,
,,11460,,,1971,,,,,,,5.359438,,
,,11460,,,1972,,,,,,,4.848205,,
,,11460,,,1973,,,,,,,4.63778,,
,,11460,,,1974,,,,,,,4.627369,,
,,11460,,,1975,,,,,,,4.526579,,
,,11460,,,1976,,,,,,,4.558792,,
,,11460,,,1977,,,,,,,4.687573,,
,,11460,,,1978,,,,,,,4.629722,,
,,11460,,,1979,,,,,,,4.801418,,
,,11460,,,1980,,,,,,,4.903933,,
,,11460,,,1981,,,,,,,4.849412,,
,,11460,,,1982,,,,,,,4.843229,,
,,11460,,,1983,,,,,,,4.734361,,
,,11460,,,1984,,,,,,,4.726362,,
,,11460,,,1985,,,,,,,4.789751,,
,,11460,,,1986,,,,,,,4.727243,,
,,11460,,,1987,,,,,,,4.748115,,
,,11460,,,1988,,,,,,,4.829131,,
,,11460,,,1989,,,,,,,4.934518,,
,,11460,,,1990,,,,,,,5.070881,,
,,11460,,,1991,,,,,,,4.86766,,
,,11460,,,1992,,,,,,,4.893521,,
,,11460,,,1993,,,,,,,4.781064,,
,,11460,,,1994,,,,,,,4.674266,,
,,11460,,,1995,,,,,,,4.575581,,
,,"115. bremerton, wa",115,,1940,,,,,,,10.202758,,
,,"115. bremerton, wa",115,,1944,,,,,,,12.007424,,
,,"115. bremerton, wa",115,,1945,,,,,,,11.522046,,
,,"115. bremerton, wa",115,,1946,,,,,,,12.831656,,
,,"115. bremerton, wa",115,,1947,,,,,,,13.876685,,
,,"115. bremerton, wa",115,,1948,,,,,,,13.14014,,
,,"115. bremerton, wa",115,,1949,,,,,,,13.064921,,
,,"115. bremerton, wa",115,,1950,,,,,,,13.086443,,
,,"115. bremerton, wa",115,,1951,,,,,,,13.482078,,
,,"115. bremerton, wa",115,,1952,,,,,,,13.643931,,
,,"115. bremerton, wa",115,,1953,,,,,,,13.649532,,
,,"115. bremerton, wa",115,,1954,,,,,,,13.71252,,
,,"115. bremerton, wa",115,,1955,,,,,,,13.495433,,
,,"115. bremerton, wa",115,,1956,,,,,,,13.545365,,
,,"115. bremerton, wa",115,,1957,,,,,,,13.581674,,
,,"115. bremerton, wa",115,,1958,,,,,,,13.19456,,
,,"115. bremerton, wa",115,,1959,,,,,,,13.158641,,
,,"115. bremerton, wa",115,,1960,,,,,,,12.867511,,
,,"115. bremerton, wa",115,,1961,,,,,,,12.623617,,
,,"115. bremerton, wa",115,,1962,,,,,,,12.07669,,
,,"115. bremerton, wa",115,,1963,,,,,,,11.652526,,
,,"115. bremerton, wa",115,,1964,,,,,,,11.186409,,
,,"115. bremerton, wa",115,,1965,,,,,,,10.312838,,
,,"115. bremerton, wa",115,,1966,,,,,,,9.766692,,
,,"115. bremerton, wa",115,,1967,,,,,,,9.444389,,
,,"115. bremerton, wa",115,,1968,,,,,,,9.365866,,
,,"115. bremerton, wa",115,,1969,,,,,,,9.489362,,
,,"115. bremerton, wa",115,,1970,,,,,,,9.803781,,
,,"115. bremerton, wa",115,,1971,,,,,,,9.172448,,
,,"115. bremerton, wa",115,,1972,,,,,,,8.39108,,
,,"115. bremerton, wa",115,,1973,,,,,,,8.081762,,
,,"115. bremerton, wa",115,,1974,,,,,,,8.173503,,
,,"115. bremerton, wa",115,,1975,,,,,,,8.049026,,
,,"115. bremerton, wa",115,,1976,,,,,,,8.239655,,
,,"115. bremerton, wa",115,,1977,,,,,,,8.446153,,
,,"115. bremerton, wa",115,,1978,,,,,,,8.40355,,
,,"115. bremerton, wa",115,,1979,,,,,,,8.730651,,
,,"115. bremerton, wa",115,,1980,,,,,,,8.948611,,
,,"115. bremerton, wa",115,,1981,,,,,,,8.91424,,
,,"115. bremerton, wa",115,,1982,,,,,,,8.885694,,
,,"115. bremerton, wa",115,,1983,,,,,,,8.673228,,
,,"115. bremerton, wa",115,,1984,,,,,,,8.628093,,
,,"115. bremerton, wa",115,,1985,,,,,,,8.706385,,
,,"115. bremerton, wa",115,,1986,,,,,,,8.554821,,
,,"115. bremerton, wa",115,,1987,,,,,,,8.54401,,
,,"115. bremerton, wa",115,,1988,,,,,,,8.660107,,
,,"115. bremerton, wa",115,,1989,,,,,,,8.833145,,
,,"115. bremerton, wa",115,,1990,,,,,,,9.096273,,
,,"115. bremerton, wa",115,,1991,,,,,,,8.794323,,
,,"115. bremerton, wa",115,,1992,,,,,,,8.976892,,
,,"115. bremerton, wa",115,,1993,,,,,,,8.721919,,
,,"115. bremerton, wa",115,,1994,,,,,,,8.511249,,
,,"115. bremerton, wa",115,,1995,,,,,,,8.322516,,
,,11500,,,1940,,,,,,,5.261114,,
,,11500,,,1944,,,,,,,5.772814,,
,,11500,,,1945,,,,,,,5.559164,,
,,11500,,,1946,,,,,,,6.162568,,
,,11500,,,1947,,,,,,,6.534325,,
,,11500,,,1948,,,,,,,6.238242,,
,,11500,,,1949,,,,,,,6.191786,,
,,11500,,,1950,,,,,,,6.242505,,
,,11500,,,1951,,,,,,,6.432011,,
,,11500,,,1952,,,,,,,6.423153,,
,,11500,,,1953,,,,,,,6.462568,,
,,11500,,,1954,,,,,,,6.544042,,
,,11500,,,1955,,,,,,,6.423054,,
,,11500,,,1956,,,,,,,6.469922,,
,,11500,,,1957,,,,,,,6.419831,,
,,11500,,,1958,,,,,,,6.221434,,
,,11500,,,1959,,,,,,,6.151529,,
,,11500,,,1960,,,,,,,5.946058,,
,,11500,,,1961,,,,,,,5.854272,,
,,11500,,,1962,,,,,,,5.627698,,
,,11500,,,1963,,,,,,,5.467757,,
,,11500,,,1964,,,,,,,5.313932,,
,,11500,,,1965,,,,,,,4.891423,,
,,11500,,,1966,,,,,,,4.614989,,
,,11500,,,1967,,,,,,,4.454322,,
,,11500,,,1968,,,,,,,4.391357,,
,,11500,,,1969,,,,,,,4.460585,,
,,11500,,,1970,,,,,,,4.682334,,
,,11500,,,1971,,,,,,,4.4608,,
,,11500,,,1972,,,,,,,4.067014,,
,,11500,,,1973,,,,,,,3.895574,,
,,11500,,,1974,,,,,,,3.830722,,
,,11500,,,1975,,,,,,,3.677657,,
,,11500,,,1976,,,,,,,3.711601,,
,,11500,,,1977,,,,,,,3.791076,,
,,11500,,,1978,,,,,,,3.736903,,
,,11500,,,1979,,,,,,,3.857015,,
,,11500,,,1980,,,,,,,3.958321,,
,,11500,,,1981,,,,,,,3.884383,,
,,11500,,,1982,,,,,,,3.877343,,
,,11500,,,1983,,,,,,,3.787391,,
,,11500,,,1984,,,,,,,3.785259,,
,,11500,,,1985,,,,,,,3.835135,,
,,11500,,,1986,,,,,,,3.789903,,
,,11500,,,1987,,,,,,,3.813733,,
,,11500,,,1988,,,,,,,3.873062,,
,,11500,,,1989,,,,,,,3.960618,,
,,11500,,,1990,,,,,,,4.060899,,
,,11500,,,1991,,,,,,,3.908412,,
,,11500,,,1992,,,,,,,3.910858,,
,,11500,,,1993,,,,,,,3.819005,,
,,11500,,,1994,,,,,,,3.736027,,
,,11500,,,1995,,,,,,,3.665212,,
,,"116. bridgeport, ct",116,,1940,,,,,,,5.608816,,
,,"116. bridgeport, ct",116,,1944,,,,,,,6.60295,,
,,"116. bridgeport, ct",116,,1945,,,,,,,6.546384,,
,,"116. bridgeport, ct",116,,1946,,,,,,,7.217238,,
,,"116. bridgeport, ct",116,,1947,,,,,,,7.912116,,
,,"116. bridgeport, ct",116,,1948,,,,,,,7.286307,,
,,"116. bridgeport, ct",116,,1949,,,,,,,7.132898,,
,,"116. bridgeport, ct",116,,1950,,,,,,,7.145563,,
,,"116. bridgeport, ct",116,,1951,,,,,,,7.424628,,
,,"116. bridgeport, ct",116,,1952,,,,,,,7.539106,,
,,"116. bridgeport, ct",116,,1953,,,,,,,7.440269,,
,,"116. bridgeport, ct",116,,1954,,,,,,,7.520293,,
,,"116. bridgeport, ct",116,,1955,,,,,,,7.532666,,
,,"116. bridgeport, ct",116,,1956,,,,,,,7.606838,,
,,"116. bridgeport, ct",116,,1957,,,,,,,7.671433,,
,,"116. bridgeport, ct",116,,1958,,,,,,,7.502481,,
,,"116. bridgeport, ct",116,,1959,,,,,,,7.413985,,
,,"116. bridgeport, ct",116,,1960,,,,,,,7.215265,,
,,"116. bridgeport, ct",116,,1961,,,,,,,7.146527,,
,,"116. bridgeport, ct",116,,1962,,,,,,,6.870109,,
,,"116. bridgeport, ct",116,,1963,,,,,,,6.717613,,
,,"116. bridgeport, ct",116,,1964,,,,,,,6.495754,,
,,"116. bridgeport, ct",116,,1965,,,,,,,6.082378,,
,,"116. bridgeport, ct",116,,1966,,,,,,,5.768513,,
,,"116. bridgeport, ct",116,,1967,,,,,,,5.540983,,
,,"116. bridgeport, ct",116,,1968,,,,,,,5.438698,,
,,"116. bridgeport, ct",116,,1969,,,,,,,5.526326,,
,,"116. bridgeport, ct",116,,1970,,,,,,,5.660311,,
,,"116. bridgeport, ct",116,,1971,,,,,,,5.229979,,
,,"116. bridgeport, ct",116,,1972,,,,,,,4.696736,,
,,"116. bridgeport, ct",116,,1973,,,,,,,4.505563,,
,,"116. bridgeport, ct",116,,1974,,,,,,,4.429334,,
,,"116. bridgeport, ct",116,,1975,,,,,,,4.318916,,
,,"116. bridgeport, ct",116,,1976,,,,,,,4.313375,,
,,"116. bridgeport, ct",116,,1977,,,,,,,4.446904,,
,,"116. bridgeport, ct",116,,1978,,,,,,,4.380975,,
,,"116. bridgeport, ct",116,,1979,,,,,,,4.494544,,
,,"116. bridgeport, ct",116,,1980,,,,,,,4.574852,,
,,"116. bridgeport, ct",116,,1981,,,,,,,4.575467,,
,,"116. bridgeport, ct",116,,1982,,,,,,,4.628629,,
,,"116. bridgeport, ct",116,,1983,,,,,,,4.57721,,
,,"116. bridgeport, ct",116,,1984,,,,,,,4.587079,,
,,"116. bridgeport, ct",116,,1985,,,,,,,4.705417,,
,,"116. bridgeport, ct",116,,1986,,,,,,,4.714834,,
,,"116. bridgeport, ct",116,,1987,,,,,,,4.807252,,
,,"116. bridgeport, ct",116,,1988,,,,,,,4.915033,,
,,"116. bridgeport, ct",116,,1989,,,,,,,5.048641,,
,,"116. bridgeport, ct",116,,1990,,,,,,,5.14379,,
,,"116. bridgeport, ct",116,,1991,,,,,,,4.963427,,
,,"116. bridgeport, ct",116,,1992,,,,,,,4.927713,,
,,"116. bridgeport, ct",116,,1993,,,,,,,4.805347,,
,,"116. bridgeport, ct",116,,1994,,,,,,,4.701939,,
,,"116. bridgeport, ct",116,,1995,,,,,,,4.587345,,
,,11700,,,1940,,,,,,,9.10676,,
,,11700,,,1944,,,,,,,10.20316,,
,,11700,,,1945,,,,,,,9.879915,,
,,11700,,,1946,,,,,,,10.960791,,
,,11700,,,1947,,,,,,,11.679181,,
,,11700,,,1948,,,,,,,11.006705,,
,,11700,,,1949,,,,,,,10.913318,,
,,11700,,,1950,,,,,,,11.020705,,
,,11700,,,1951,,,,,,,11.404393,,
,,11700,,,1952,,,,,,,11.450138,,
,,11700,,,1953,,,,,,,11.467669,,
,,11700,,,1954,,,,,,,11.617494,,
,,11700,,,1955,,,,,,,11.420588,,
,,11700,,,1956,,,,,,,11.527278,,
,,11700,,,1957,,,,,,,11.514335,,
,,11700,,,1958,,,,,,,11.155609,,
,,11700,,,1959,,,,,,,11.017109,,
,,11700,,,1960,,,,,,,10.701486,,
,,11700,,,1961,,,,,,,10.525237,,
,,11700,,,1962,,,,,,,10.106742,,
,,11700,,,1963,,,,,,,9.825946,,
,,11700,,,1964,,,,,,,9.536269,,
,,11700,,,1965,,,,,,,8.809927,,
,,11700,,,1966,,,,,,,8.346615,,
,,11700,,,1967,,,,,,,8.045338,,
,,11700,,,1968,,,,,,,7.889717,,
,,11700,,,1969,,,,,,,7.982253,,
,,11700,,,1970,,,,,,,8.299894,,
,,11700,,,1971,,,,,,,7.859452,,
,,11700,,,1972,,,,,,,7.112668,,
,,11700,,,1973,,,,,,,6.794325,,
,,11700,,,1974,,,,,,,6.7056,,
,,11700,,,1975,,,,,,,6.463518,,
,,11700,,,1976,,,,,,,6.510602,,
,,11700,,,1977,,,,,,,6.672171,,
,,11700,,,1978,,,,,,,6.581464,,
,,11700,,,1979,,,,,,,6.789343,,
,,11700,,,1980,,,,,,,6.936291,,
,,11700,,,1981,,,,,,,6.863867,,
,,11700,,,1982,,,,,,,6.872773,,
,,11700,,,1983,,,,,,,6.748431,,
,,11700,,,1984,,,,,,,6.75205,,
,,11700,,,1985,,,,,,,6.870083,,
,,11700,,,1986,,,,,,,6.803773,,
,,11700,,,1987,,,,,,,6.872638,,
,,11700,,,1988,,,,,,,6.993692,,
,,11700,,,1989,,,,,,,7.166439,,
,,11700,,,1990,,,,,,,7.337704,,
,,11700,,,1991,,,,,,,7.054215,,
,,11700,,,1992,,,,,,,6.99309,,
,,11700,,,1993,,,,,,,6.81934,,
,,11700,,,1994,,,,,,,6.664938,,
,,11700,,,1995,,,,,,,6.513494,,
,,"12. albany, ga",12,,1940,,,,,,,5.065247,,
,,"12. albany, ga",12,,1944,,,,,,,5.639467,,
,,"12. albany, ga",12,,1945,,,,,,,5.408313,,
,,"12. albany, ga",12,,1946,,,,,,,5.962536,,
,,"12. albany, ga",12,,1947,,,,,,,6.281923,,
,,"12. albany, ga",12,,1948,,,,,,,5.959942,,
,,"12. albany, ga",12,,1949,,,,,,,5.905099,,
,,"12. albany, ga",12,,1950,,,,,,,5.964998,,
,,"12. albany, ga",12,,1951,,,,,,,6.127724,,
,,"12. albany, ga",12,,1952,,,,,,,6.154447,,
,,"12. albany, ga",12,,1953,,,,,,,6.181488,,
,,"12. albany, ga",12,,1954,,,,,,,6.257632,,
,,"12. albany, ga",12,,1955,,,,,,,6.106272,,
,,"12. albany, ga",12,,1956,,,,,,,6.159259,,
,,"12. albany, ga",12,,1957,,,,,,,6.114776,,
,,"12. albany, ga",12,,1958,,,,,,,5.938104,,
,,"12. albany, ga",12,,1959,,,,,,,5.873008,,
,,"12. albany, ga",12,,1960,,,,,,,5.680496,,
,,"12. albany, ga",12,,1961,,,,,,,5.574767,,
,,"12. albany, ga",12,,1962,,,,,,,5.352332,,
,,"12. albany, ga",12,,1963,,,,,,,5.182133,,
,,"12. albany, ga",12,,1964,,,,,,,5.044322,,
,,"12. albany, ga",12,,1965,,,,,,,4.632081,,
,,"12. albany, ga",12,,1966,,,,,,,4.373292,,
,,"12. albany, ga",12,,1967,,,,,,,4.229131,,
,,"12. albany, ga",12,,1968,,,,,,,4.155791,,
,,"12. albany, ga",12,,1969,,,,,,,4.19579,,
,,"12. albany, ga",12,,1970,,,,,,,4.381004,,
,,"12. albany, ga",12,,1971,,,,,,,4.198408,,
,,"12. albany, ga",12,,1972,,,,,,,3.816265,,
,,"12. albany, ga",12,,1973,,,,,,,3.642096,,
,,"12. albany, ga",12,,1974,,,,,,,3.596752,,
,,"12. albany, ga",12,,1975,,,,,,,3.450296,,
,,"12. albany, ga",12,,1976,,,,,,,3.476789,,
,,"12. albany, ga",12,,1977,,,,,,,3.557236,,
,,"12. albany, ga",12,,1978,,,,,,,3.495067,,
,,"12. albany, ga",12,,1979,,,,,,,3.605138,,
,,"12. albany, ga",12,,1980,,,,,,,3.682929,,
,,"12. albany, ga",12,,1981,,,,,,,3.635837,,
,,"12. albany, ga",12,,1982,,,,,,,3.634939,,
,,"12. albany, ga",12,,1983,,,,,,,3.561325,,
,,"12. albany, ga",12,,1984,,,,,,,3.558951,,
,,"12. albany, ga",12,,1985,,,,,,,3.608318,,
,,"12. albany, ga",12,,1986,,,,,,,3.564461,,
,,"12. albany, ga",12,,1987,,,,,,,3.584394,,
,,"12. albany, ga",12,,1988,,,,,,,3.645851,,
,,"12. albany, ga",12,,1989,,,,,,,3.729971,,
,,"12. albany, ga",12,,1990,,,,,,,3.824813,,
